-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,12,13,20,13,-1,-1,-1,-1,20,4,4,31,-1,-1,-1,30,4,31,-1,-1,-1
5,-1,-1,-1,12,13,30,13,-1,-1,-1,-1,30,4,4,31,-1,-1,-1,30,4,31,-1,-1,-1
-1,-1,-1,-1,12,13,30,13,-1,-1,-1,-1,30,4,4,31,-1,-1,-1,30,4,31,-1,-1,-1
-1,-1,-1,-1,12,21,30,13,-1,-1,-1,-1,30,4,4,31,-1,-1,-1,30,4,31,-1,-1,-1
-1,-1,5,-1,12,31,30,13,-1,-1,-1,-1,30,4,4,31,-1,-1,5,30,4,11,5,-1,-1
-1,-1,-1,-1,12,31,30,13,-1,-1,-1,-1,30,4,4,31,-1,-1,-1,30,4,13,-1,-1,-1
-1,-1,-1,-1,12,31,30,13,-1,-1,-1,-1,30,4,4,31,-1,-1,-1,30,4,13,-1,-1,-1
-1,-1,-1,5,12,31,30,13,-1,-1,-1,5,10,4,4,11,-1,-1,-1,30,4,13,-1,-1,-1
-1,-1,-1,-1,12,31,30,21,-1,-1,-1,-1,12,4,4,13,-1,-1,-1,30,4,13,-1,-1,-1
-1,-1,-1,-1,12,11,10,31,-1,-1,-1,-1,12,4,4,13,-1,-1,-1,30,4,13,-1,-1,-1
